Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Flli Polli,https://www.crunchbase.com/organization/flli-polli,Flli Polli specializes in a wide range of kitchen products and recipes.,https://www.polli.it,"Cooking, Food and Beverage, Food Delivery, Food Processing, Manufacturing, Retail","Monsummano Terme, Toscana, Italy",Flli Polli specializes in a wide range of kitchen products and recipes.,"455,561",1872-01-01,year,101-250,998,"European Union (EU), Europe, Middle East, and Africa (EMEA)",1059,,Active,2024-09-18,day,,,For Profit,,https://www.facebook.com/FratelliPolliSpa,https://www.linkedin.com/company/fratelli-polli,polli@polli.it,+39 0572 95621,1,,,,,,,,,,,,,,,"Commerce and Shopping, Food and Beverage, Manufacturing, Transportation",,,,M&A,,,,,,"Engineering, Operations",3,,,-74.77%,$100M to $500M,,,,,,,,,,,,,,,,,,,
Flos,https://www.crunchbase.com/organization/flos,"Official Pinterest board for FLOS lighting in North America. Established in Italy in 1962, FLOS is the manufacturer of modern lighting for contemporary spaces.",http://www.flos.com/,"Home Decor, Lighting","Bovezzo, Lombardia, Italy","Flos designs, develops, and markets a range of lighting products.","326,860",1962-01-01,year,501-1000,"299,525","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2014-09-15,day,,,For Profit,https://www.twitter.com/flos_usa,https://www.facebook.com/flosusa,https://www.linkedin.com/company/flos,info@flos.com,39 03 024381,2,,,,,,,,,,,,,,,"Hardware, Real Estate",1,Dino Gavina,,M&A,,,,,,"Engineering, Finance, Management, Operations, Product, Sales",67,,"352,953.17",-20.78%,$100M to $500M,,,,,,,,,,,,,,,,,,,
FlowInspect,https://www.crunchbase.com/organization/flowinspect,"FlowInspect has earned a leading reputation for its unique DPI-enabled multi-application service gateway. The company's products combine powerful protocol identification and classification technologies with a wide range of DPI applications including content filtering, data retention, service protection, interception, and traffic and subscriber management services. These products enable customers to deploy powerful and innovative DPI-enabled applications and services.",,"Enterprise Applications, Information Technology, Software","Segrate, Lombardia, Italy",FlowInspect develops deep packet inspection (DPI) data security applications.,"1,303,128",2003-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20090,,Active,2009-05-18,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Apps, Information Technology, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FlowPay,https://www.crunchbase.com/organization/flowpay-83dc,"FlowPay is a payment institution authorized by the Bank of Italy under the Second Payment Directive as PISP and AISP. It develops innovative solutions regarding financial data management, payments and collection backed by its proprietary open banking technology with almost 100% bank coverage in Italy.  FlowPay is an open banking solution design company that supports every business (SME/corporate) and partners with the optimization and automation of administrative tasks, invoice collection and payments and it is the first open banking payment institution operating on the PagoPA portal, which manages the payments to any Italian public entity.",https://www.flowpay.it,"Banking, FinTech, Payments, Productivity Tools","Campi Bisenzio, Toscana, Italy",FlowPay is a payment institution authorized by the BOI under PSD2 as PISP and AISP. We are an Open Banking Solution design platform.,"11,812",2019-10-21,day,11-50,"104,110","European Union (EU), Europe, Middle East, and Africa (EMEA)",50013,,Active,2025-02-26,day,,,For Profit,https://twitter.com/FlowPayIT,https://www.facebook.com/FlowPay-101773801847025,https://www.linkedin.com/company/flowpay,info@flowpay.it,,7,,,,,,,,,,,,,,,"Financial Services, Lending and Investments, Payments, Software",4,"Edoardo Tommasi, Federico Masi, Lorenzo Rossi, Tiziano Pacciani",3,M&A,2023-01-17,,,,Seed,Finance,1,,"67,397.17",97.99%,,,,,,,,,,,Seed,400000,EUR,451353,400000,EUR,451353,"Crédit Agricole, Agos, Corniola, Intermedia Iniziative",1,4
FLUID SYSTEM s.r.l.,https://www.crunchbase.com/organization/fluid-system-s-r-l,"FLUID SYSTEM s.r.l. develops, produces, and markets hydraulic plants and cylinders.",http://www.fluidsystemitalia.com/en/,Machinery Manufacturing,"Villorba, Veneto, Italy","FLUID SYSTEM s.r.l. develops, produces, and markets hydraulic plants and cylinders.","2,523,480",1984-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",31020,,Active,1999-01-01,day,,,For Profit,,,,,+39 04 22 44 42 20,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fluid-Press,https://www.crunchbase.com/organization/fluid-press,"Fluid-Press is a developing and manufactures hydraulic valves and manifold blocks for agricultural machinery, industrial equipment, cranes, aerial platforms, and earth-moving machines.",https://www.fluidpress.it/it/,"Industrial Manufacturing, Manufacturing","Albinea, Emilia-Romagna, Italy","Fluid-Press is a developing and manufactures hydraulic valves and manifold blocks for agricultural machinery, industrial equipment.","2,308,866",1971-01-01,year,101-250,"1,501","European Union (EU), Europe, Middle East, and Africa (EMEA)",42020,,Active,2022-06-28,day,,,For Profit,,,https://www.linkedin.com/company/fluid-press-spa/,info@fluidpress.it,(+39) 0522 347034,2,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,77.48%,,,,,,,,,,,,,,,,,,,,
FM Exhibit,https://www.crunchbase.com/organization/fm-exhibit,"FM Exhibit provides event services for trade show presentations. The company provides services such as conceptual design, building, and specialized optimization for exhibition spaces, allowing businesses across industries to effectively promote their brand and increase interaction through visually compelling and practical displays.",https://fmexhibit.com,"Events, Information Services, Media and Entertainment, Service Industry","Padua, Veneto, Italy",FM Exhibit provides event services for trade show presentations.,"1,879,109",,,1-10,214,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-11-21,day,,,For Profit,,https://www.facebook.com/fmexhibit,https://www.linkedin.com/company/fm-exhibit,,+39 0496457996,,,,,,,,,,,,,,,,"Events, Information Technology, Media and Entertainment, Other",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus Europe S.r.l,https://www.crunchbase.com/organization/focus-europe-s-r-l,Focus Europe S.r.l manufactures the Guess by Marciano contemporary clothing line.,,Fashion,"Crevalcore, Emilia-Romagna, Italy",Focus Europe S.r.l manufactures the Guess by Marciano contemporary clothing line.,"1,931,349",1998-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",BO 40014,,Active,2006-12-31,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Clothing and Apparel, Design",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Focus PLM Srl,https://www.crunchbase.com/organization/focus-plm-srl,Focus PLM srl provides manufacturing companies with software products and services designed to help them reduce costs and enhance the quality of their products. Focus PLM srl also develops innovative products for process improvement and product configuration management.,https://www.focusplm.it/,"CAD, Database, Marketing Automation, Software","Ferrara, Emilia-Romagna, Italy",Focus PLM srl is a software engineering and consulting comapny.,"680,445",2011-01-01,year,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",44122,,Active,2024-10-02,day,,,For Profit,,,https://www.linkedin.com/company/focus-plm/,info@focusplm.it,+39 0532 773147,1,,,,,,,,,,,,,,,"Data and Analytics, Design, Sales and Marketing, Software",,,,M&A,,,,,,,,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
Fogazzi,https://www.crunchbase.com/organization/fogazzi-2,,,Medical Device,"Brescia, Lombardia, Italy",Fogazzi provides polymer technology.,"1,156,051",1978-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",25062,,Active,2010-01-25,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Health Care,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foi & Vitali Elettrodotti SpA.,https://www.crunchbase.com/organization/sirti-energia,Foi & Vitali Elettrodotti SpA. is a privately held company that provides maintenance and management services of voltage electricity transmission lines.,,"Electrical Distribution, Service Industry","Rocca Di Caprileone, Sicilia, Italy",Foi & Vitali Elettrodotti is a privately held company that provides maintenance and management services of voltage electricity.,"3,332,538",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",17017,,Active,2016-12-23,day,,,For Profit,,,,,39 01 95 60 04 42,,,,,,,,,,,,,,,,"Energy, Other",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonderia Boccacci,https://www.crunchbase.com/organization/fonderia-boccacci,Fonderia Boccacci is a company that designs and manufactures medium and large iron castings for a variety of end markets.,https://fonderiaboccacci.it,"Industrial, Industrial Design, Industrial Manufacturing","Piana Battolla, Liguria, Italy",Fonderia Boccacci is a company that designs and manufactures medium and large iron castings for a variety of end markets.,"1,792,118",1969-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20122,,Active,2023-04-06,day,,,For Profit,,,,info@fonderiaboccacci.it,+39 0187 930500,,,,,,,,,,,,,,,,"Design, Hardware, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonpresmetal Gap SpA,https://www.crunchbase.com/organization/fonpresmetal-gap-spa,Fonpresmetal Gap SpA operates as an aluminum die casting company.,,"Industrial, Industrial Engineering","Baone, Veneto, Italy",Fonpresmetal Gap SpA operates as an aluminum die casting company.,"3,525,379",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2019-01-07,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Manufacturing, Science and Engineering",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fonti del Vulture S.r.l.,https://www.crunchbase.com/organization/fonti-del-vulture-s-r-l,Fonti del Vulture S.r.l. produces non-alcoholic beverages.,,Food and Beverage,"Rionero, Lazio, Italy",Fonti del Vulture S.r.l. produces non-alcoholic beverages.,"2,311,555",1896-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",85028,,Active,2006-07-05,day,,,For Profit,,,,,+39 0972 71 71 11,,,,,,,,,,,,,,,,Food and Beverage,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food Ingredients Specialities,https://www.crunchbase.com/organization/food-ingredients-specialities,Food Ingredients Specialities manufactures and sells flavor compounds for the food and beverage industry.,https://food-ingredient-specialities-private-limited.business.site/,"Consumer, Manufacturing, Packaging Services","Consuma, Emilia-Romagna, Italy",Food Ingredients Specialities manufactures and sells flavor compounds for the food and beverage industry.,"2,005,745",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2002-01-18,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,"Administrative Services, Manufacturing, Other",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Foodinho,https://www.crunchbase.com/organization/foodinho,"Foodinho is a personal GPS proper food-delivery friend in Milan (Paris, London and US soon)  Get amazing food from restaurants in 30 minutes. Just click, order & enjoy the meal.  Foodinho's mission is to bring the best restaurants into everyone’s comfort of their home or office - quickly.  Foodinho collects orders through a website or mobile apps, sends to the restaurants and after c. 30min, delivers to clients that in every second can track real time their order.  Foodinho manages a fantastic team of eco-friendly drivers (mainly bikers) who take pride in getting the food to the client as soon as possible and agreements with the best restaurants in Milan willing to serve great food to customers as passionate about great food as we are.",http://www.foodinho.it/,"Delivery Service, Food and Beverage, Food Delivery","Milano, Lombardia, Italy",Your personal GPS food-delivery friend. Get amazing food in your house/office in 30 minutes.,"371,844",2015-06-01,month,1-10,"1,512","European Union (EU), Europe, Middle East, and Africa (EMEA)",20124,,Active,2016-03-31,day,,,For Profit,https://www.twitter.com/glovo_es,https://www.facebook.com/glovoappes,https://www.linkedin.com/company/9422590?trk=tyah&trkInfo=clickedVertical%3Acompany%2CclickedEntityId%3A9422590%2Cidx%3A1-1-1%2CtarId%3A1459448386973%2Ctas%3Afoodinho,,+39 02 9475 9719,5,,,,,,,,,,,,,,,"Food and Beverage, Transportation",1,Matteo Pichi,,M&A,,,,,,,,,,-99.96%,$1M to $10M,,,,,,,,,,,,,,,,,,,
Foppiani Shipping & Logistics,https://www.crunchbase.com/organization/foppiani-shipping-logistics,"Foppiani Shipping & Logistics is a freight forwarder that specializes in air and ocean freight services for fashion, furniture, high-end Italian products, and automotive sectors.",https://foppianishipping.com,"Automotive, Data Storage, Logistics, Supply Chain Management, Transportation","Prato, Liguria, Italy","Foppiani Shipping & Logistics specializes in air and ocean freight services for fashion, furniture, high-end Italian products.","725,164",2007-01-01,year,251-500,22,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-04-24,day,,,For Profit,,,https://www.linkedin.com/company/foppiani,,,1,,,,,,,,,,,,,,,"Hardware, Software, Transportation",,,,M&A,,,,,,,,,,121.43%,,,,,,,,,,,,,,,,,,,,
Forexchange,https://www.crunchbase.com/organization/forexchange,"Forexchange is a company providing exchange and money transfer services. Forexchange’s brand distinguishes itself by pricing, innovation and professionalism in the travel money industry. ",https://www.forexchange.it/,"Financial Exchanges, Financial Services, FinTech","Milan, Lombardia, Italy","Forexchange offers multiple services including money transfers, tax refunds, hotel bookings, tourist information, and online recharge.","933,754",1990-01-01,year,251-500,"87,890","European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Active,2007-05-01,day,,,For Profit,,,https://www.linkedin.com/company/maccorp-italiana-s-p-a-/,,+39 02-454-990-50,,,,,,,,,,,,,,,,"Financial Services, Lending and Investments",,,1,M&A,2007-01-01,,,,Private Equity,,,,"41,779.33",53.23%,$50M to $100M,,,,,,,,,,Private Equity,,,,,,,PM & Partners,,1
Forgital Group,https://www.crunchbase.com/organization/forgital-group-s-p-a,"Forgital Group is focused on the production of seamless rolled rings and assembled fan modules for various industrial applications. The company specializes in forging using a range of materials, including titanium, nickel, cobalt, and various steels, while offering integrated services throughout the manufacturing process. With a vertically integrated approach, Forgital ensures efficiency and quality across all stages, from pre-processing to post-processing.",http://www.forgital.com,"Information Services, Mining, Precious Metals, Supply Chain Management","Forni Di Val D'astico, Veneto, Italy","Forgital Group makes seamless rolled rings and components for the aerospace, oil, gas, and power industries.","236,038",1873-01-01,year,251-500,"3,259","European Union (EU), Europe, Middle East, and Africa (EMEA)",36010,,Active,2024-12-16,day,,,For Profit,,,https://www.linkedin.com/company/forgital-italy-s-p-a-,,+39 0445 73 13 13,1,,,,,,,,,,,,,,,"Information Technology, Natural Resources, Transportation",,,1,M&A,2013-12-24,30000000,USD,30000000,Private Equity,"Finance, Management, Operations",7,,,53.67%,$10M to $50M,,,,,,,30000000,USD,30000000,Private Equity,30000000,USD,30000000,30000000,USD,30000000,Fondo Italiano d'Investimento,,1
Forind Avio Elettronica,https://www.crunchbase.com/organization/forind-avio-elettronica,"ForInd Avio Electronics offers components and materials for the electronics and the industry, as well as innovative solutions and custom-made thanks to continuous research and development and brand products in line with their quality standards. The company is organized in an efficient structure and organized in four specific division of the highest technological level, can offer on the market: shielding, thermal, heaters, 19 ""rack, control rooms, containers and transport techniques suitcases. The company is ISO 9000 and holds NCAGE code, ie the code in the NATO Codification System identifies the parties (manufacturers, suppliers, subcontractors) providing services to the Defense Administration of the various NATO countries.",http://www.forind.it/,"Building Material, Manufacturing","Cassina De' Pecchi, Lombardia, Italy","Forind Avio Elettronica designs fasteners and similar products for the aerospace, electronics, and telecom industry.","1,441,433",1980-01-01,year,11-50,2,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20060,,Active,2015-01-12,day,,,For Profit,,,https://www.linkedin.com/company/forind-avio-elettronica-spa,info@forind.it,+390295343080,,,,,,,,,,,,,,,,"Manufacturing, Real Estate",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Forno d'Asolo,https://www.crunchbase.com/organization/forno-d-asolo,"Forno dAsolo is a family-owned and run business producing and distributing a wide range of sweet and savoury frozen bakery products to over 20 thousand clients, mainly represented by bars, bakeries, cafés and hotels.",http://www.fornodasolo.it/,"Bakery, Snack Food","Maser, Veneto, Italy",Forno d'Asolo produces frozen bakery products.,"372,737",1985-01-01,year,251-500,884,"European Union (EU), Europe, Middle East, and Africa (EMEA)",TV 31010,,Active,2018-06-12,day,,,For Profit,,https://www.facebook.com/fornodasolo/,https://www.linkedin.com/company/fornodasolo/,,(+39) 0423 918181,,,,,,,,,,,,,,,,Food and Beverage,,,1,M&A,2014-02-28,,,,Private Equity,,,,,-66.95%,,,,,,,,,,,Private Equity,,,,,,,"21 Invest, Green Arrow Capital",1,2
Fortesan,https://www.crunchbase.com/organization/fortesan,Fortesan cares about your animals and takes care of them.,http://www.fortesan.it/,"Health Care, Nutrition, Pet","Fossano, Piemonte, Italy",Fortesan cares about your animals and takes care of them.,"158,196",1992-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",12045,,Closed,2017-11-17,day,2017-11-17,day,For Profit,,https://www.facebook.com/fortesan.rivoli,,,,,,,,,,,,,,,,,,,"Community and Lifestyle, Food and Beverage, Health Care",1,Vittorio Pautassi,1,M&A,2016-07-04,15000000,EUR,16724272,Venture - Series Unknown,,,,,,$1M to $10M,,,,,,,15000000,EUR,16724272,Venture - Series Unknown,15000000,EUR,16724272,15000000,EUR,16724272,Andera Partners,,1
FR Accessories,https://www.crunchbase.com/organization/fr-accessories,"FR Accessories is a manufacturer of Aluminium brackets and accessories for building fenestrations catering. The company offers spares, u-bolts, cremone bolts, and handles, hinges, tilt and turn, systems to protrude, arms sistas, scrolling accessories, and other accessories.",https://www.fraccessories.com,Manufacturing,"Recanati, Marche, Italy",FR Accessories is a manufacturer of Aluminium brackets and accessories for building fenestrations catering.,"1,552,011",,,11-50,257,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2023-07-31,day,,,For Profit,,,,info@ragni-fr.com,+39 071.7506174,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRAME Srl,https://www.crunchbase.com/organization/frame-srl,"FRAME is a designers and manufacturers of agricultural steel silos including, round and rectangular hoppers, sweep and discharge augers, mechanical handling equipment ranging from chain and flight conveyors to bucket elevators, cleaning, drying and other equipment associated with both commercial and cereal storage systems.",http://www.framespa.com/,"Machinery Manufacturing, Manufacturing","Anzola Dell'emilia, Emilia-Romagna, Italy",FRAME Srl is a designer and manufacturer of agricultural steel silos.,"1,123,097",1990-01-01,year,,176,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2015-01-01,day,,,For Profit,,,,info@framespa.it,+39 051 796 300,,,,,,,,,,,,,,,,Manufacturing,,,,M&A,,,,,,,,,,-32.54%,,,,,,,,,,,,,,,,,,,,
Franco Bernabè & C.,https://www.crunchbase.com/organization/franco-bernabè-c,Franco Bernabè & C. is a provider of Investment Banking Services.,http://www.bernabe.it/,Professional Services,"Sterzing, Trentino-Alto Adige, Italy",Franco Bernabè & C. is a provider of Investment Banking Services.,"3,402,209",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2003-12-04,day,,,For Profit,,,https://www.linkedin.com/company/fa-service,admin@bernabe.it,,,,,,,,,,,,,,,,,Other,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fratelli Averna,https://www.crunchbase.com/organization/fratelli-averna,"FRATELLI AVERNA S.P.A. produces bitter and liqueur. It offers grappa and sparkling wines. The company produces confectionery products, including assorted chocolates, cocoa powders, individual chocolates, hot chocolates, gift boxes, creams, gems, dark chocolates, snacks and wafers, and bars. It serves customers in Italy and internationally.",http://www.amaroaverna.com/it/,Food and Beverage,"Caltanissetta, Sicilia, Italy",Fratelli Averna produces bitter and liqueur.,"792,432",1868-01-01,year,,"1,314","European Union (EU), Europe, Middle East, and Africa (EMEA)",93100,,Active,2014-04-15,day,,,For Profit,,https://www.facebook.com/averna,,,+39093472111,,,,,,,,,,,,,,,,Food and Beverage,,,,M&A,,,,,,,,,,-9.28%,,,,,,,,,,,,,,,,,,,,
Frette,https://www.crunchbase.com/organization/frette,Frette linen embellished luxury hotels and the most prestigious public and private residences in Italy and abroad.,http://www.frette.it/,Leisure,"Monza, Lombardia, Italy",Frette linen embellished luxury hotels and the most prestigious public and private residences in Italy and abroad.,"981,340",1860-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20052,,Closed,2014-07-15,day,,none,For Profit,,,,,,3,,,,,,,,,,,,,,,Community and Lifestyle,,,1,M&A,2015-01-01,,,,Private Equity,,,,,,,,,,,,,,,,Private Equity,,,,,,,Ingleside Investors,,1
FrHome,https://www.crunchbase.com/organization/frhome,,http://www.frhome.it/home.html,"E-Commerce, E-Commerce Platforms, Online Portals","Milano, Lombardia, Italy",FrHome offers online shopping services for home and office necessities.,"1,894,955",2011-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20122 MI,,Active,2022-11-28,day,,,For Profit,,https://www.facebook.com/Frhome.it,,info@frhome.it,+39 393-993-4643,,,,,,,,,,,,,,,,"Commerce and Shopping, Internet Services",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FRI-EL Group,https://www.crunchbase.com/organization/fri-el-group,,https://www.fri-el.it/en/home/,"Biofuel, Renewable Energy, Wind Energy","Rome, Lazio, Italy","FRI-EL Group is a biogas company that involves in development, construction, operation and management of plants.","586,409",1994-01-01,year,11-50,"3,759","European Union (EU), Europe, Middle East, and Africa (EMEA)",186,,Active,2021-03-24,day,,,For Profit,,,https://it.linkedin.com/company/fri-el-green-power-s.p.a.-fri-el-green-power-a.g.,,39 06 6880 4163,,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",3,"Ernst Gostner, Josef Gostner, Thomas Gostner",,M&A,,,,,,Management,1,,679,-95.12%,,,,,,,,,,,,,,,,,,,,
FRIGOVENETA,https://www.crunchbase.com/organization/frigoveneta,,https://www.frigoveneta.it/,"Machinery Manufacturing, Manufacturing, Technical Support","Villa Bartolomea, Veneto, Italy","FRIGOVENETA specializes in the design and implementation of systems of industrial refrigeration, refrigeration systems and air-conditioning.","552,060",1980-01-01,year,51-100,280,"European Union (EU), Europe, Middle East, and Africa (EMEA)",37049,,Active,2024-01-17,day,,,For Profit,https://www.twitter.com/Frigoveneta_spa,https://www.facebook.com/Frigoveneta.it/,https://www.linkedin.com/company/frigoveneta-s-p-a-/,frigoveneta@frigoveneta.it,+39 0442659030,1,,,,,,,,,,,,,,,"Information Technology, Manufacturing, Other",,,,M&A,,,,,,"Operations, Sales",4,,,,,,,,,,,,,,,,,,,,,,,
Friulair,https://www.crunchbase.com/organization/friulair,"Friulair is an international company that manufactures dryers, filters, aftercoolers, and accessories for the treatment of compressed air and industrial water refrigeration systems.",https://friulair.com/,"Industrial, Industrial Manufacturing, Machinery Manufacturing, Manufacturing","Cervignano Del Friuli, Friuli-Venezia Giulia, Italy","Friulair is an international company that manufactures dryers, filters, aftercoolers, and accessories for the treatment of compressed air.","756,679",1989-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",33052,,Active,2024-02-01,day,,,For Profit,,https://www.facebook.com/Friulair/,https://www.linkedin.com/company/friulair-s.r.l./,,,2,,,,,,,,,,,,,,,Manufacturing,,,1,M&A,2016-01-01,,,,Private Equity,Engineering,2,,,,,,,,,,,,,,Private Equity,,,,,,,Alcedo,,1
Friulgames,https://www.crunchbase.com/organization/friulgames,"Friulgames is owns and operates 2,000 slot machines and video lottery terminals (VLTs).",http://www.friulgames.it/,"Leisure, Media and Entertainment","Tavagnacco, Friuli-Venezia Giulia, Italy","Friulgames is owns and operates 2,000 slot machines and video lottery terminals (VLTs).","3,682,693",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",33010,,Closed,2013-03-01,day,,none,For Profit,,,,,+39 0432 57 54 52,,,,,,,,,,,,,,,,"Community and Lifestyle, Media and Entertainment",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fucina Italia,https://www.crunchbase.com/organization/fucina-italia,"Fucina Italia is a manufacturer of machinery equipment for steel machinery, cranes and lifting equipment, innovative sleepers, and cellulose handling accessories. The company provides organizations with innovative and professional mechanical equipment to undertake more productive work by providing customized cranes, special lifting equipment, port lifting and handling accessories, tanks and containers pressure, and radioactive waste storage containers.",https://www.fucinaitalia.it/home,"Industrial Manufacturing, Infrastructure, Machinery Manufacturing","Piombino, Toscana, Italy","Fucina Italia is a manufacturer of machinery equipment for steel machinery, cranes and lifting equipment, innovative sleepers.","1,793,117",2017-01-01,year,11-50,50,"European Union (EU), Europe, Middle East, and Africa (EMEA)",57025,,Active,2023-06-07,day,,,For Profit,,,https://www.linkedin.com/company/fucina-italia-srl,,,,,,,,,,,,,,,,,,"Manufacturing, Other",,,,M&A,,,,,,,,,,-54.95%,,,,,,,,,,,,,,,,,,,,
Fueps S.p.A,https://www.crunchbase.com/organization/fueps-s-p-a,Fueps S.p.A is a privately held company that operates as an online games site.,http://www.fueps.com/,Online Games,"Milan, Lombardia, Italy",Fueps S.p.A is a privately held company that operates as an online games site.,"2,815,893",2007-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20152,,Active,2009-10-12,day,,,For Profit,,,,,,,,,,,,,,,,,,,,,Gaming,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fulgard,https://www.crunchbase.com/organization/fulgard,,https://fulgard.com/en/,"Employee Benefits, Professional Services, Public Safety","Vicenza, Veneto, Italy",Fulgard is the provider of occupational safety services at workplace.,"667,978",,,501-1000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Active,2024-10-24,day,,,For Profit,,https://www.facebook.com/people/Fulgard/61559554194159/,https://www.linkedin.com/company/fulgard/about/,info@fulgard.com,,1,,,,,,,,,,,,,,,"Administrative Services, Government and Military, Health Care, Other",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Full Integrated Solutions,https://www.crunchbase.com/organization/full-integrated-solutions,"Full Integrated Solutions providing accounting, bookkeeping, and related auditing services.",http://www.fisspa.it/,"Financial Services, Information Technology, Robotics, Software","Milan, Lombardia, Italy","Full Integrated Solutions providing accounting, bookkeeping, and related auditing services.","3,264,047",1962-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20121,,Closed,2013-02-13,day,,none,For Profit,,,,,(390)240-9031,,,,,,,,,,,,,,,,"Financial Services, Hardware, Information Technology, Science and Engineering, Software",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
