Organization Name,Organization Name URL,Full Description,Website,Industries,Headquarters Location,Description,CB Rank (Company),Founded Date,Founded Date Precision,Number of Employees,Monthly Visits,Headquarters Regions,Postal Code,Diversity Spotlight,Operating Status,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Twitter,Facebook,LinkedIn,Contact Email,Phone Number,Number of Articles,Hub Tags,Actively Hiring,Number of Sub-Orgs,Investor Type,Investment Stage,Number of Portfolio Organizations,Number of Investments,Number of Lead Investments,Number of Diversity Investments,Number of Exits,Number of Exits (IPO),Accelerator Program Type,Accelerator Application Deadline,Accelerator Duration (in weeks),Industry Groups,Number of Founders,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Contact Job Departments,Number of Contacts,Number of Private Contacts,Average Visits (6 months),Monthly Visits Growth,Estimated Revenue Range,School Type,School Program,Number of Enrollments,School Method,Number of Founders (Alumni),Number of Alumni,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors
Hbiofluids,https://www.crunchbase.com/organization/hbiofluids,"Hbiofluids is a developer and manufacturer of infusional pharmaceutical forms and medical devices. HBiofluids was formed as a pharmaceutical company in 2002 by Argentinean businessman Juan Boris Scalesciani and produces fluids for dialysis, haemofiltration and intravenous therapy.",,"Health Care, Medical Device, Pharmaceutical","Milan, Lombardia, Italy",Hbiofluids is a developer and manufacturer of infusional pharmaceutical forms and medical devices.,"1,299,400",2002-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2013-10-28,day,,none,For Profit,,,,,,,,,,,,,,,,,,,,,Health Care,1,Juan Boris Scalesciani,1,M&A,2009-01-01,,,,Private Equity,,,,,,,,,,,,,,,,Private Equity,,,,,,,Charme Capital Partners,,1
Hdiscount,https://www.crunchbase.com/organization/hdiscount,,http://www.hdiscount.it,"E-Commerce, Electronics, Online Portals, Retail","Empoli, Toscana, Italy",Hdiscount is an online shop that offers a wide range of computer equipment and electronics.,"3,290,588",2013-10-14,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,https://m.facebook.com/informatica.HDiscount/?ref=page_internal&mt_nav=0,,info@hdiscount.it,39-0571537084,,,,,,,,,,,,,,,,"Commerce and Shopping, Consumer Electronics, Hardware, Internet Services",,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
Healthware Group,https://www.crunchbase.com/organization/healthware,"Healthware is a next-generation integrated consulting group that for more than 20 years has been offering large companies and start-ups in the life sciences and insurance sectors a unique set of services and expertise in strategic consulting, communication, technology and innovation, to drive the digital transformation of health. It operates at the intersection of the transformation of commercial operations and digital health, offering a unique range of services combining design, strategy, communication and innovation with technology and corporate venturing. Founded in Italy, it is led by CEO and founder Roberto Ascione, an international entrepreneur and opinion leader with 20 years of experience in marketing and communication, business process transformation and innovation applied to health. Healthware, together with its joint venture partner Intouch Group, represents one of the largest independent global player with a combined team of over 1,000 people and a strong international presence with offices in New York, Boston, Kansas City, Chicago, London, Cologne, Milan, Rome, Salerno and Mumbai.",https://www.healthwaregroup.com,Health Care,"Salerno, Campania, Italy",Healthware Group is a n next-generation health consultancy.,"97,838",1997-01-01,year,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",SA 84121,,Closed,2023-10-11,day,,none,For Profit,https://twitter.com/healthware_intl,https://www.facebook.com/healthwareintl?ref=hl,https://www.linkedin.com/company/healthware-international,info@healthwareinternational.com,+390893061442,19,,,1,,,,,,,,,,,,Health Care,1,Roberto Ascione,1,M&A,2019-01-30,10000000,EUR,11485487,Private Equity,,1,,,,$10M to $50M,,,,,,,10000000,EUR,11485487,Private Equity,10000000,EUR,11485487,10000000,EUR,11485487,FITEC,1,1
Heimdall AI,https://www.crunchbase.com/organization/heimdall-ai,"We are automating inspections, search and rescue efforts, and early warning systems by using in-flight neural networks to identify our targets and report to the ground station the presence of those targets.",https://www.heimdallai.com/,Software,"Forlì, Emilia-Romagna, Italy",Aerospace and AI for a better future,"191,749",2022-01-01,year,1-10,92,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2023-01-01,year,For Profit,,,https://www.linkedin.com/company/81578453/admin/,heimdallai@gmail.com,,,,,,,,,,,,,,,,,Software,,,1,Seed,2022-09-21,24000,EUR,23595,Pre-Seed,,,,,,Less than $1M,,,,,,,24000,EUR,23595,Pre-Seed,24000,EUR,23595,24000,EUR,23595,IKIGAI,1,1
hi.diplo,https://www.crunchbase.com/organization/hi-diplo,"hi.diplo is a software-as-a-service (SAAS) which gives you a place where you can see all project related events in a nice looking timeline. Git commits, deploys, external events are all put together to create a great timeline in which users can write notes and have a general overview of what is happening in the project",http://hidiplo.io,"Information Technology, Project Management, SaaS, Software","Bergamo, Lombardia, Italy",hi.diplo is a SaaS that offers the developer and project managers source code management tools.,"3,127,057",2014-05-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2015-01-31,day,For Profit,https://twitter.com/hidiplo,,https://www.linkedin.com/company/hi-diplo,,,,,,,,,,,,,,,,,,"Administrative Services, Information Technology, Other, Software",1,Simone Dall'Angelo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hibye,https://www.crunchbase.com/organization/hibye,"Hibye is a chat service integrated into a geolocalized social network hat allows every user to spot who is around, share interests and needs and have a real time interaction. It can be used either for personal or professional reasons. ",http://hibye.it/en.html,"Mobile Apps, Social Media, Social Network","Milan, Lombardia, Italy",Hibye is a chat integrated into a social network,"219,226",2016-11-09,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://twitter.com/search?q=hibyeit&src=typd,https://www.facebook.com/Hibyeit/?ref=bookmarks,https://www.linkedin.com/company/11021878/,info@hibye.it,,3,,,,,,,,,,,,,,,"Apps, Internet Services, Media and Entertainment, Mobile, Software",1,Pietro Miconi,3,Seed,2018-12-11,112200,EUR,127050,Seed,,,,,,,,,,,,,112200,EUR,127050,Seed,418200,EUR,453458,418200,EUR,453458,,,
Himaero,https://www.crunchbase.com/organization/himaero,,http://www.himaero.it/,"Fashion, Lifestyle, Product Design, Retail","L'aquila, Abruzzi, Italy",Himaero is the first Italian jewelry line able to express your emotions with style!,"2,675,622",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,,+39 3483331690,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Community and Lifestyle, Design",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hitachi Rail STS,https://www.crunchbase.com/organization/ansaldo,"Hitachi Rail STS is a company operating in the sector of high technology for railway and urban transport. The Company operates in the design, implementation and management of systems and services for signalling and supervision of railway and urban traffic, as well as lead contractor.",http://sts.hitachirail.com/,Railroad,"Genoa, Liguria, Italy",Hitachi Rail STS is a company operating in the sector of high technology for railway and urban transport.,"410,757",1853-01-01,year,1001-5000,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",16151,,Closed,,,,none,For Profit,https://www.twitter.com/ansaldosts,https://www.facebook.com/ansaldo-sts-399048880143752,https://www.linkedin.com/company/ansaldo-sts,,+86 10 6590 8110,20,,,,,,,,,,,,,,,Transportation,,,,,,,,,,"Engineering, Finance, Human Resources, Information Technology, Management, Operations, Product, Sales",187,,,,$1B to $10B,,,,,,,,,,,,,,,,,,,
Holsys,https://www.crunchbase.com/organization/chartie,"MISSION Democratize Artificial Intelligence and make it available in every “thing” VISION User-driven Artificial Intelligence, to fill the gap between sensors and applications",http://www.holsys.com,"Artificial Intelligence (AI), Internet of Things, Machine Learning, Software","Taranto, Puglia, Italy",New era of Artificial Intelligence solutions,"1,407,144",2015-08-24,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",74121,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/3183434/,c.martines@holsys.com,,,,,,,,,,,,,,,,,"Artificial Intelligence (AI), Data and Analytics, Internet Services, Science and Engineering, Software",3,"Alessandro Castellaneta, Claudio Martines, Marco Calabrese",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Home Food S.R.L.,https://www.crunchbase.com/organization/home-food-s-r-l,,https://www.foodeditore.it,Cooking,"Parma, Emilia-Romagna, Italy",Home Food S.R.L. designs and develops cooking platform.,"2,953,486",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",43121,,Closed,,,,none,For Profit,,,,,,,,,,,,,,,,,,,,,Food and Beverage,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HOPSTOK,https://www.crunchbase.com/organization/hopstok,HOPSTOK is a B2B marketplace for fashion independent stores where they can exchange their unsold goods and increase their cashflow thanks to different trends and seasonalities related to different territories.  In a peer to peer model stores upload on HOPSTOK their slow seller products that are fast seller for other stores in different cities.  HOPSTOK is a high tech web application designed and built by an ex shop's owner to solve the problems that every retailer has every day.,https://www.hopstok.com,"B2B, E-Commerce, Fashion, Information and Communications Technology (ICT), Marketplace, Retail Technology, Waste Management","Treviso, Veneto, Italy",HOPSTOK is a B2B marketplace for independent fashion stores to sell their unsold goods in an innovative way,"283,102",2015-06-01,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",31056,,Closed,,,,none,For Profit,https://twitter.com/HOPSTOK_,https://www.facebook.com/HOPSTOK,https://www.linkedin.com/company/hopstok,giulia.ruggi@hopstok.com,+39 0422 789527,,,,,,,,,,,,,,,,"Clothing and Apparel, Commerce and Shopping, Design, Hardware, Information Technology, Other, Software, Sustainability",2,"Giulia Ruggi, Luca Vannucci",2,Seed,2016-01-01,,,,Angel,,,,,,Less than $1M,,,,,,,,,,Angel,145000,EUR,158440,145000,EUR,158440,,,
Hotel Catania,https://www.crunchbase.com/organization/hotel-catania,"Ricerca le promozioni  e le offerte speciali suHotel Catania. Hotel e voli aerei a prezzi mai visti prima, per garantire al turista una vacanza in pieno relax e divertimento. Prenota la tua vacanza ora, a prezzi davvero vantaggiosi. La vacanza che avete tanto sognato è arrivata. Che aspetti? Prenota adesso su www.volaora.it. Per  informazione, chiamate a numero 095.6781849.",http://www.volaora.it,Travel,"Catania, Sicilia, Italy",Cerca gratis il miglior prezzo.,"3,705,730",2013-07-08,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/cataniaroma,http://www.facebook.com/pages/Prenotaora/507696045994816,,volaora@hotmail.it,956781849,2,,,,,,,,,,,,,,,Travel and Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hotelbid,https://www.crunchbase.com/organization/hotelbid,"Hotel Bid provide the possibility to bid your hotel's price with a bid. The guest loof for a hotel, find it, send an offer and the hotel can accecpt or relance it. Is a win win strategy for hotels to improve the occupancy and revenue and for guests to decide a budget and save money.",http://www.hotelbid.it,"Tourism, Travel","San Casciano Val Di Pesa, Toscana, Italy",Hotelbid is an online platform that allows users to bid on different hotel rooms and packages.,"201,856",2012-02-04,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50026,,Closed,,,,none,For Profit,http://twitter.com/hotel_bid,http://www.facebook.com/ihotelbid,,info@opesconsulting.com,,,,,,,,,,,,,,,,,Travel and Tourism,1,Filippo Mancini,1,Early Stage Venture,2018-08-09,2000000,EUR,2304854,Series A,,,,,,,,,,,,,2000000,EUR,2304854,Series A,2000000,EUR,2304854,2000000,EUR,2304854,BayBG Venture Capital,,1
HotelTravelWorld,https://www.crunchbase.com/organization/hoteltravelworld,"Travel search engine to compare and to book hotels, flights, cars and transfers without extra costs or commissions",https://hoteltravelworld.com,"Adventure Travel, Business Travel, Hotel, Tourism, Travel, Travel Accommodations","Rimini, Emilia-Romagna, Italy",Travel search engine,"3,492,135",2018-05-01,month,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",47922,,Closed,,,,none,For Profit,https://twitter.com/Hoteltravelwor1,https://www.facebook.com/hoteltravelworld,,info@hoteltravelworld.com,0039-0735-732230,,,,,,,,,,,,,,,,Travel and Tourism,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hubern S.r.l.s.,https://www.crunchbase.com/organization/hubern-s-r-l-s,,https://hubern.com,Information Technology,"Roma, Lazio, Italy",Hubern Skyrockets your Idea,"3,680,800",2016-07-01,month,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,https://www.twitter.com/hubernizer,https://www.facebook.com/hubern.2016,https://www.linkedin.com/company/hubern,,,,,,,,,,,,,,,,,,Information Technology,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hyperphar Group,https://www.crunchbase.com/organization/hyperphar-group,"Hyperphar Group provides professional services and e-clinical trial solutions to pharmaceutical, biotechnology, and healthcare industries. Its products and services include clinical research, such as drug development planning, phase I trails, phase II-III trails, phase IV and post marketing surveillance studies, and outcome and non-interventional studies; and data management, such as statistical and data management advice on trial design, data collection and entry, electronic data capture, e-double data entry, database management, Web-based randomization, and statistical analysis and report, as well as Oracle database with automated audit trails.",http://www.hyperphar.com,"Biotechnology, Life Science, Pharmaceutical","Sesto San Giovanni, Lombardia, Italy","Hyperphar Group is provides professional services and e-clinical trial solutions to pharmaceutical, biotechnology, healthcare industries.","907,168",1988-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20099,,Closed,2008-01-14,day,,none,For Profit,,,,,+39 022 413491,,,,,,,,,,,,,,,,"Biotechnology, Health Care, Science and Engineering",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I 4 Chicchi,https://www.crunchbase.com/organization/i-4-chicchi,The company's mission is to provide a complete high quality service that allows its customers to enjoy both coffee and the machine without having to worry about supplies and breakdowns.,http://www.i4chicchi.it/?,,"Roma, Lazio, Italy",I 4 Chicchi company's mission is to provide a complete high quality service.,"3,732,340",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
I.R.B. Istituto di Ricerche Biotecnologiche,https://www.crunchbase.com/organization/i-r-b-istituto-di-ricerche-biotecnologiche,"I.R.B. Istituto di Ricerche Biotecnologiche is provides the research, development, production, and sale of green biotech products. The company offers plant stem cells and extracts; and green biotech plant extracts for nutritional use. It serves dermatological-cosmetic, dietetic, pharmaceutical, pharmaceutical, and animal health industries. ",http://www.irbtech.com/,Biotechnology,"Altavilla Vicentina, Veneto, Italy","I.R.B. Istituto di Ricerche Biotecnologiche is provides the research, development, production, and sale of green biotech products. ","838,640",1999-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",36077,,Closed,2012-08-14,day,2012-08-14,day,For Profit,,,https://www.linkedin.com/company/irb,,+39 0444 37 14 63,,,,,,,,,,,,,,,,"Biotechnology, Science and Engineering",,,,M&A,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,
i3Factory World,https://www.crunchbase.com/organization/i3factory-world,i3Factory World LLC is a mobile application designing and developing company. They aim to provide high quality customized solutions to enterprises which are technically innovative and cost effective.,http://world.i3factory.com,,"Rome, Lazio, Italy",i3Factory World focuses on providing enterprises with mobile application designing and developing services.,"3,395,563",,,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,http://twitter.com/i3factory,https://www.facebook.com/iphone.app.factory,http://www.linkedin.com/in/igorschiaroli,info@i3factory.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
ICOS Pharma,https://www.crunchbase.com/organization/icos-pharma,"ICOS Pharma designs, manufactures and installs high quality devices such as washers, disinfectors and steam sterilizers meant for the medical, laboratory and pharmaceutical field.  Besides having a certified Quality Assurance System as per ISO 9001 (and also ISO 13485 for the Medical Division), their products undergo a serious quality control and their competent and specialized personnel is continuously trained; in this way they aim at maintaining a high standard and at achieving their target of growing and improving together.",http://icospharma.com/,"Machinery Manufacturing, Manufacturing, Pharmaceutical","Zoppola, Friuli-Venezia Giulia, Italy","ICOS Pharma designs, manufactures and installs high quality devices such as washers, disinfectors and steam sterilizers.","493,699",,,11-50,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",33080,,Closed,2013-04-01,month,2013-01-01,year,For Profit,,,https://www.linkedin.com/company/icos-impianti-group-spa/about/,info@icospharma.com,+39 (0) 434 5772911,,,,,,,,,,,,,,,,"Health Care, Manufacturing",,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Identyclick,https://www.crunchbase.com/organization/identyclick,,http://www.identyclicksrl.com,"Customer Service, Internet of Things, Service Industry","Turin, Piemonte, Italy",Innovative anticounterfeiting and traceability system with invisible code,"3,653,263",2014-03-04,day,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10128,,Closed,,,,none,For Profit,,,,,,,,,,,,,,,,,,,,,"Internet Services, Other, Professional Services",2,"Egidio Rolich, Marco Corrini",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ifi,https://www.crunchbase.com/organization/ifi-c434,,http://www.istitutoformazioneimpresa.it,"Education, Personal Development, Training","Macerata, Toscana, Italy","IFI is an institution that offers personal improvement, professional training, professional dream, change of life, school/work alternation.","3,565,913",1992-09-25,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,,,info@istitutoformazioneimpresa.it,39-0733408093,,,,,,,,,,,,,,,,Education,,,,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
IFI Real Estate,https://www.crunchbase.com/organization/ifi-real-estate,,https://www.ifirealestate.it,"Commercial, Property Management, Real Estate, Rental","Milano, Lombardia, Italy",IFI Real Estate is a real estate company that offers sale and rental services for commercial and residential properties.,"3,434,913",1987-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20135,,Closed,,,,none,For Profit,,https://www.facebook.com/ifimilano,https://www.linkedin.com/company/ifi-real-estate,ifimilano@ifimilano.it,+39 02 54118268,,,,,,,,,,,,,,,,"Commerce and Shopping, Other, Real Estate",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ifm Infomaster,https://www.crunchbase.com/organization/ifm-infomaster,,http://www.ifmgroup.it,"CRM, Information and Communications Technology (ICT)","Genova, Liguria, Italy","IFM Infomaster offers solutions in the field of telecommunications, unified communications, and customer relationship management.","892,217",1992-01-14,day,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,2021-04-07,day,,none,For Profit,https://twitter.com/ifm_infomaster,https://www.facebook.com/infomastergroup/,https://www.linkedin.com/company/ifm-infomaster/,marketing@ifmgroup.it,39-0103747811,,,,,,,,,,,,,,,,"Information Technology, Sales and Marketing, Software",,,,M&A,,,,,,"Engineering, Operations, Sales",8,,,,$1M to $10M,,,,,,,,,,,,,,,,,,,
iGoOn s.r.l.,https://www.crunchbase.com/organization/igoon-s-r-l,"iGoOn is an innovative service of urban carpooling, providing a real time localization of drivers and passengers who are automatically put in touch by the system throw a simple mobile application.",http://www.igoon.city,"Car Sharing, Mobile, Real Time, Sharing Economy","Napoli, Campania, Italy",iGoOn offers a mobile application that provides carpooling services and connects local drivers and passengers to share rides.,"235,778",2014-07-11,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",80121,,Closed,,,,none,For Profit,http://twitter.com/igoonapp,http://www.facebook.com/igoon,http://www.linkedin.com/company/igoon,info@igoon.it,,,,,,,,,,,,,,,,,"Mobile, Other, Transportation",5,"Alessia Guarino, Claudio Cimmelli, Luigi Picaro, Massimiliano Di Mella, Sefano Sepe",2,Seed,2016-06-16,360000,EUR,404391,Pre-Seed,,,,,,$1M to $10M,,,,,,,360000,EUR,404391,Pre-Seed,360000,EUR,404391,385000,EUR,438409,Sviluppo Basilicata,1,1
iGreengo,https://www.crunchbase.com/organization/igreengo,"IGreengo is an online sustainable environment networking platform for sharing and improving open green spaces. IGreengo collaborates with the owners of green spaces and offers something unique, removing the chaos generated by the local mass tourism hotspots, enabling tourists to explore the beautiful exclusive places.",,"Collaboration, Software, Sustainability","Vicenza, Veneto, Italy",IGreengo is an online sustainable environment networking platform for sharing and improving open green spaces.,"3,220,618",,,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,,none,For Profit,,https://www.facebook.com/iGreengo2018,,info@igreengo.eu,39 348 490 0863,,,,,,,,,,,,,,,,"Other, Software, Sustainability",,,1,Seed,2018-05-29,,,,Seed,,,,,,,,,,,,,,,,Seed,,,,,,,"Fledge, Ecostar Hub",,2
Iks Srl,https://www.crunchbase.com/organization/iks-srl,Iks Srl is a consulting company develops information technology solutions.,https://www.iks.it/,Information Technology,"Padua, Veneto, Italy",Iks Srl is a consulting company develops information technology solutions.,"3,216,829",1999-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",PD 35127,,Closed,2016-02-24,day,2016-02-01,month,For Profit,,,,,39 049 870 10 10,1,,,,,,,,,,,,,,,Information Technology,,,,M&A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Il Giglio,https://www.crunchbase.com/organization/il-giglio,,https://ilgiglio-srl.com,"Industrial, Manufacturing, Product Design","Scandicci, Toscana, Italy",Il Giglio is a manufacturer and supplier of embroidery leathers.,"3,273,693",1987-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",50018,,Closed,,,,none,For Profit,,,https://www.linkedin.com/company/il-giglio---s.r.l.,info@ilgiglio-srl.com,+39 055 300363,,,,,,,,,,,,,,,,"Design, Manufacturing",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Il Talento che verrà,https://www.crunchbase.com/organization/il-talento-che-verr,""" Il talento che verrà "" is a young and dynamic company . Born from the passion of some guys who see in the growth of young people can be the only food for the journey out of the crisis affecting the world of football. history The talent that will be born as a blog which presents the most exciting young talents in world football . In June 2013, the founders Arturo Ferraro Pelle, Luca Pagano and Luca Zilioli decide to give life to an online portal enabling new sections for youth football. Today, a few months after birth , "" The talent they will come"" is a reality with over thirty employees , including journalists, observers , and computer graphics . The preparation is active in the main social Facebook , Twitter , YouTube and Google + and boasts over 10,000 fans. TCV , thanks to the collaboration between observers and journalists , is to seek and present the best young players and coaches in Serie A , B, Lega Pro and football abroad. On them is drawn a card that tries to give the historical dimension , tactics and technique of the young man in question . The choice of players is always very careful and tends to faithfully report all the features of the athlete Starting from the month of August has integrated drafting new sections to ensure a complete and consistent to its followers , with betting tips , fantasy football analysis and insights. The preparation from the month of October is a 360 ° all the news related to the Primavera championship , with specific sections for all leagues abroad. The main objective is to become in a few months, the leading portal for youth football through a constant and reliable service . In addition, the editors have created the first database of all the official Twitter account of the players in Serie A and B. A unique service in Italy that allows various discounts for journalists and fans. The projects of reality TCV are not linked solely to the drawing . The idea is to spread a name, a brand and with it a philosophy.",http://www.iltalentocheverra.it,"Soccer, Sports","Milan, Lombardia, Italy","Il talento che verrà """" is a young and dynamic company . Born from the passion of some guys who see in the growth of young people.","3,475,324",2013-09-02,day,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",20139,,Closed,,,,none,For Profit,http://twitter.com/FootballScoutIT,http://www.facebook.com/Iltalentocheverra,,iltalentocheverra@iltalentocheverra.it,3927303244,5,,,,,,,,,,,,,,,Sports,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
iLike.Tv,https://www.crunchbase.com/organization/ilike-tv,iLIKE.TV is a ' broadcaster Italian private published by Gold TV group.,https://www.ilike.tv/,"Publishing, Telecommunications, TV","Rome, Lazio, Italy",iLIKE.TV is a ' broadcaster Italian private published by Gold TV group.,"1,584,057",2012-01-09,day,51-100,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",,,Closed,,,2015-01-01,day,For Profit,https://twitter.com/iliketv1?,,,info@nevralgiadeltrigemino.com,+39 011 5574355,,,,,,,,,,,,,,,,"Content and Publishing, Hardware, Media and Entertainment, Video",1,Antonio Guaglio,1,,2012-07-10,1200000,EUR,1470678,Venture - Series Unknown,,,,,,$1M to $10M,,,,,,,1200000,EUR,1470678,Venture - Series Unknown,1200000,EUR,1470678,1200000,EUR,1470678,Filas,1,1
ILOOXS Technologies,https://www.crunchbase.com/organization/ilooxs,"ILOOXS Technologies is an Italian tech company that developed and sell the new custom design photovoltaic solution to created a prefect integration solar installation everywhere. Our solution is protected by ""Patent Pending"" and is used for bulding and smart city solution, automotive, yacht and sail, fashion, art, design products and technology. Our claim is an italian proverb tells..""the sun kissed the beautiful"" #KissedByTheSun",https://ilooxs.com,"Energy, Renewable Energy, Solar","Turin, Piemonte, Italy",The Italian tech company that develops the solar invisible technology to integrate a photvoltaic solution everywhere,"3,024,082",2017-03-27,day,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10143,,Closed,,,2020-07-01,day,For Profit,https://twitter.com/ILOOXStech,https://www.facebook.com/ilooxs/,https://www.linkedin.com/company/ilooxs-technologies,details@ilooxs.com,,15,,,,,,,,,,,,,,,"Energy, Natural Resources, Sustainability",5,"ANDREA DEMONTE, Daniele Pes, FABRIZIO CHIARA, GIANCARLO CASELLATO, Simona Santoro",,,,,,,,,,,,,Less than $1M,,,,,,,,,,,,,,,,,,,
ILVA S.p.A.,https://www.crunchbase.com/organization/ilva-s-p-a,ILVA S.p.A. produces and distributes iron and steel products.,http://www.gruppoilva.com/,"Manufacturing, Precious Metals","Milan, Lombardia, Italy",ILVA S.p.A. produces and distributes iron and steel products.,"1,909,181",1988-01-01,year,,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",MI 20151,,Closed,2018-11-01,day,,none,For Profit,,,,,39 02 300351,,,,,,,,,,,,,,,,"Manufacturing, Natural Resources",,,,M&A,,,,,,Operations,2,,,,,,,,,,,,,,,,,,,,,,,
im3D SpA,https://www.crunchbase.com/organization/im3d-spa,im3D Clinic Sud develops technologies for 3D screening in the field of cancer prevention.,https://i-m3d.com/it/contatti/,"3D Technology, Biotechnology, Health Care, Medical, Medical Device","Torino, Piemonte, Italy",im3D Clinic Sud develops technologies for 3D screening in the field of cancer prevention.,"353,204",2004-01-01,year,1-10,,"European Union (EU), Europe, Middle East, and Africa (EMEA)",10144,,Closed,,,,none,For Profit,https://www.twitter.com/im3d_spa,https://www.facebook.com/im3dMedicaImagingLab,https://www.linkedin.com/company/im3d-medical-imaging-lab,info@i-m3d.com,+39 011 19508773,,,,,,,,,,,,,,,,"Biotechnology, Hardware, Health Care, Science and Engineering, Software",3,"Andrea Di Camillo, Davide Dettori, Gianluca Dettori",1,,2013-07-01,2000000,USD,2000000,Venture - Series Unknown,,,,,,$1M to $10M,,,,,,,2000000,USD,2000000,Venture - Series Unknown,2000000,USD,2000000,2000000,USD,2000000,Principia SGR,,1
